x1,x2,x3,x5,x4,y1,y2,y3,y4,y5,
3.2,3.2,3.4,3.4,3.2,46.7319,63.7049,65.4449,48.4719,46.7319,
0.4,0.4,0.6,0.6,0.4,46.2779,58.2509,63.9869,46.0139,46.2779,
0.6,0.6,0.8,0.8,0.6,46.0139,63.9869,65.7273,48.7543,46.0139,
0.8,0.8,1,1,0.8,48.7543,65.7273,66.4695,51.4965,48.7543,
