s0,v0,a,t0,tf,opt,
43.91,7.66667,1.33333,6,1,0,
46.91,7,2,7,1,0,
46.91,7,0.666667,7,1,0,
46.91,7,-0.666667,7,1,0,
44.91,7,2,7,1,0,
46.91,7,-3.33333,7,1,0,
44.91,7,-0.666667,7,1,0,
45.91,5,0,7,1,0,
45.91,5,-1.33333,7,1,0,
45.91,5,-2.66667,7,1,0,
45.91,5,-4,7,1,0,
41.2433,6.33333,1.33333,7,1,0,
43.91,5,-2.66667,7,1,0,
43.91,5,-4,7,1,0,
42.91,3,0.666667,7,1,0,
42.91,3,-0.666667,7,1,0,
42.91,3,-2,7,1,0,
40.2433,4.33333,-0.666667,7,1,0,
38.2433,4.33333,2,7,1,0,
38.2433,4.33333,0.666667,7,1,0,
38.2433,4.33333,-0.666667,7,1,0,
39.2433,2.33333,0,7,1,0,
39.2433,2.33333,-1.33333,7,1,0,
37.2433,2.33333,1.33333,7,1,0,
35.5766,3,2,7,1,0,
35.5766,3,0.666667,7,1,0,
36.5766,1,1.33333,7,1,0,
36.5766,1,0,7,1,0,
36.2433,0.333333,0.666667,7,1,0,
34.5766,1,1.33333,7,1,0,
34.5766,1,0,7,1,0,
32.91,3.66667,-3.33333,7,1,0,
31.91,3,-1.33333,7,1,0,
32.5766,0.333333,1.33333,7,1,0,
31.5766,1,0.666667,7,1,0,
29.91,1.66667,1.33333,7,1,0,
29.5766,1,2,7,1,0,
29.5766,1,0.666667,7,1,0,
29.5766,1,-0.666667,7,1,0,
28.5766,1,0,7,1,0,
27.91,1.66667,-1.33333,7,1,0,
24.91,3,0.666667,7,1,0,
24.5766,3.66667,-1.33333,7,1,0,
23.5766,3,0.666667,7,1,0,
25.91,0.333333,0,7,1,0,
22.91,1.66667,2,7,1,0,
22.91,1.66667,0.666667,7,1,0,
22.5766,1,1.33333,7,1,0,
22.5766,1,0,7,1,0,
52.2433,9,1.66667,7,1,0,
52.2433,9,0.333333,7,1,0,
51.7433,8,1.66667,7,1,0,
51.7433,8,0.333333,7,1,0,
51.2433,7,2,7,1,0,
51.2433,7,1,7,1,0,
51.7433,8,-3.33333,7,1,0,
50.5766,5.66667,2,7,1,0,
50.5766,5.66667,0.666667,7,1,0,
51.2433,7,-4,7,1,0,
50.5766,5.66667,-2,7,1,0,
46.91,7,2,7,1,1,
40.5766,5.66667,1.33333,6,1,1,
35.5766,4.33333,1.33333,5,1,1,
31.91,3,1.33333,4,1,1,
27.91,5,-2,3,1,1,
23.41,4,1,2,1,1,
20.41,2,2,1,1,1,
19.41,-1.94654e-09,2,0,1,1,
