s0,v0,a,t0,tf,opt,
39.3589,1.5733,-1.33333,3,1,0,
39.3589,1.5733,-0.666667,3,1,0,
39.3589,1.5733,0,3,1,0,
39.3589,1.5733,0.333333,3,1,0,
39.3589,1.5733,1,3,1,0,
39.3589,1.5733,1.66667,3,1,0,
39.6923,2.23996,0.333333,3,1,0,
40.6923,1.5733,0.333333,3,1,0,
40.6923,1.5733,1,3,1,0,
40.6923,1.5733,1.66667,3,1,0,
40.0256,2.90663,1,3,1,0,
42.0256,1.5733,0.333333,3,1,0,
40.3589,3.5733,0.333333,3,1,0,
40.3589,3.5733,1,3,1,0,
40.3589,3.5733,1.66667,3,1,0,
40.6923,4.23996,0.333333,3,1,0,
43.0256,2.23996,0.333333,3,1,0,
42.6923,2.90663,0.333333,3,1,0,
42.3589,3.5733,0.333333,3,1,0,
42.3589,3.5733,1,3,1,0,
42.3589,3.5733,1.66667,3,1,0,
41.3589,5.5733,0.333333,3,1,0,
41.3589,5.5733,1,3,1,0,
41.3589,5.5733,1.66667,3,1,0,
43.3589,4.23996,1,3,1,0,
44.0256,4.23996,0.333333,3,1,0,
44.0256,4.23996,1,3,1,0,
44.6923,4.23996,0.333333,3,1,0,
44.6923,4.23996,1,3,1,0,
44.6923,4.23996,1.66667,3,1,0,
45.6923,6.23996,-4,3,1,0,
43.6923,7.5733,-2,3,1,0,
45.6923,6.23996,-2.66667,3,1,0,
45.3589,5.5733,0.333333,3,1,0,
46.3589,4.90663,0.333333,3,1,0,
46.3589,4.90663,1,3,1,0,
45.6923,6.23996,0.333333,3,1,0,
45.6923,6.23996,1,3,1,0,
46.6923,5.5733,1,3,1,0,
46.6923,5.5733,1.66667,3,1,0,
47.0256,6.23996,0.333333,3,1,0,
47.0256,6.23996,1,3,1,0,
47.0256,6.23996,1.66667,3,1,0,
47.3589,6.90663,0.333333,3,1,0,
47.3589,6.90663,1,3,1,0,
47.3589,6.90663,1.66667,3,1,0,
47.6923,7.5733,0.333333,3,1,0,
47.6923,7.5733,1,3,1,0,
47.6923,7.5733,1.66667,3,1,0,
49.3589,6.90663,0.333333,3,1,0,
49.3589,6.90663,1,3,1,0,
49.3589,6.90663,1.66667,3,1,0,
48.3589,8.90663,0.333333,3,1,0,
48.3589,8.90663,1,3,1,0,
48.3589,8.90663,1.66667,3,1,0,
48.6923,9.5733,0.333333,3,1,0,
51.0256,7.5733,0.333333,3,1,0,
51.0256,7.5733,1,3,1,0,
51.0256,7.5733,1.66667,3,1,0,
51.0256,7.5733,2,3,1,0,
50.6923,9.5733,-0.666667,3,1,0,
50.6923,9.5733,0.333333,3,1,0,
50.6923,9.5733,1,3,1,0,
50.6923,9.5733,1.66667,3,1,0,
49.6923,11.5733,0.333333,3,1,0,
52.0256,9.5733,0.333333,3,1,0,
52.0256,9.5733,1,3,1,0,
54.0256,8.23996,0.333333,3,1,0,
54.0256,8.23996,1,3,1,0,
54.0256,8.23996,1.66667,3,1,0,
51.6923,11.5733,0.333333,3,1,0,
52.6923,10.9066,0.333333,3,1,0,
51.6923,11.5733,1.66667,3,1,0,
52.6923,10.9066,1.66667,3,1,0,
53.0256,11.5733,0.333333,3,1,0,
54.6923,9.5733,1.66667,3,1,0,
53.0256,11.5733,1.66667,3,1,0,
55.0256,10.24,1,3,1,0,
53.3589,12.24,1,3,1,0,
53.3589,12.24,1.66667,3,1,0,
55.3589,10.9066,1,3,1,0,
55.3589,10.9066,1.66667,3,1,0,
56.6923,10.24,1,3,1,0,
56.6923,10.24,1.66667,3,1,0,
55.6923,12.24,0.333333,3,1,0,
55.6923,12.24,1,3,1,0,
55.6923,12.24,1.66667,3,1,0,
58.3589,10.24,1,3,1,0,
58.3589,10.24,1.66667,3,1,0,
57.6923,11.5733,1,3,1,0,
57.6923,11.5733,1.66667,3,1,0,
58.0256,12.24,0.333333,3,1,0,
58.0256,12.24,1,3,1,0,
58.0256,12.24,1.66667,3,1,0,
59.3589,12.24,-0.666667,3,1,0,
59.3589,12.24,0.333333,3,1,0,
59.3589,12.24,1,3,1,0,
59.3589,12.24,1.66667,3,1,0,
60.0256,13.5733,-2,3,1,0,
60.0256,13.5733,-1.33333,3,1,0,
61.0256,13.5733,-2.66667,3,1,0,
60.0256,13.5733,0.333333,3,1,0,
61.0256,13.5733,-1.33333,3,1,0,
60.3589,14.24,-0.666667,3,1,0,
61.0256,13.5733,0,3,1,0,
61.0256,13.5733,0.666667,3,1,0,
61.3589,15.5733,-3.33333,3,1,0,
61.0256,13.5733,2,3,1,0,
62.0256,15.5733,-3.33333,3,1,0,
61.3589,15.5733,-1.33333,3,1,0,
62.6923,15.5733,-3.33333,3,1,0,
62.0256,15.5733,-1.33333,3,1,0,
62.0256,15.5733,-0.666667,3,1,0,
62.0256,15.5733,0,3,1,0,
62.0256,15.5733,0.666667,3,1,0,
63.3589,15.5733,-1.33333,3,1,0,
64.0256,16.24,-3.33333,3,1,0,
64.0256,16.24,-2.66667,3,1,0,
62.6923,15.5733,2,3,1,0,
64.0256,16.24,-1.33333,3,1,0,
65.0256,16.9066,-4,3,1,0,
64.3589,16.9066,-2,3,1,0,
64.3589,16.9066,-1.33333,3,1,0,
64.0256,16.24,1.33333,3,1,0,
65.0256,16.9066,-1.33333,3,1,0,
65.0256,16.9066,-0.666667,3,1,0,
64.3589,16.9066,1.33333,3,1,0,
65.0256,16.9066,0.666667,3,1,0,
65.0256,16.9066,1.66667,3,1,0,
65.5256,17.9066,-0.666667,3,1,0,
65.5256,17.9066,0.333333,3,1,0,
65.5256,17.9066,1,3,1,0,
65.5256,17.9066,1.66667,3,1,0,
39.0989,0.573297,0,4,1,0,
39.0989,0.573297,1,4,1,0,
39.4322,1.23996,-0.666667,4,1,0,
40.2656,0.239964,0.333333,4,1,0,
39.4322,1.23996,0.666667,4,1,0,
40.2656,0.239964,1.66667,4,1,0,
39.7656,1.90663,0,4,1,0,
39.7656,1.90663,0.666667,4,1,0,
40.5989,0.90663,1.66667,4,1,0,
40.9322,1.5733,0.333333,4,1,0,
40.9322,1.5733,1,4,1,0,
40.9322,1.5733,1.66667,4,1,0,
41.0989,1.90663,1.33333,4,1,0,
41.0989,1.90663,2,4,1,0,
42.0989,2.5733,-0.666667,4,1,0,
41.7656,3.23996,-0.666667,4,1,0,
41.4322,2.5733,2,4,1,0,
42.4322,1.90663,2,4,1,0,
42.0989,2.5733,2,4,1,0,
43.4322,3.90663,-2.66667,4,1,0,
43.4322,3.90663,-2,4,1,0,
43.4322,3.90663,-1.33333,4,1,0,
44.4322,4.5733,-4,4,1,0,
44.0989,3.90663,-1.33333,4,1,0,
44.4322,4.5733,-2.66667,4,1,0,
44.4322,4.5733,-2,4,1,0,
44.4322,4.5733,-1.33333,4,1,0,
44.0989,3.90663,1.33333,4,1,0,
44.4322,4.5733,0,4,1,0,
44.4322,4.5733,0.666667,4,1,0,
46.0989,3.90663,-0.666667,4,1,0,
46.4322,4.5733,-2,4,1,0,
46.4322,4.5733,-1.33333,4,1,0,
46.4322,4.5733,-0.666667,4,1,0,
47.0989,5.90663,-4,4,1,0,
47.0989,5.90663,-3.33333,4,1,0,
48.4322,4.5733,-2.66667,4,1,0,
47.0989,5.90663,-2,4,1,0,
49.0989,4.5733,-2.66667,4,1,0,
47.4322,6.5733,-2.66667,4,1,0,
48.4322,4.5733,0,4,1,0,
47.0989,5.90663,0.666667,4,1,0,
47.4322,6.5733,-0.666667,4,1,0,
47.0989,5.90663,2,4,1,0,
49.0989,4.5733,1.33333,4,1,0,
47.4322,6.5733,1.33333,4,1,0,
47.4322,6.5733,2,4,1,0,
49.4322,5.23996,1.33333,4,1,0,
51.7656,5.90663,-4,4,1,0,
51.7656,5.90663,-3.33333,4,1,0,
51.4322,5.23996,-0.666667,4,1,0,
51.4322,5.23996,0,4,1,0,
51.4322,5.23996,0.666667,4,1,0,
51.4322,5.23996,1.33333,4,1,0,
51.4322,5.23996,2,4,1,0,
51.7656,5.90663,0.666667,4,1,0,
52.0989,6.5733,-0.666667,4,1,0,
51.7656,5.90663,2,4,1,0,
52.4322,7.23996,-1.33333,4,1,0,
53.4322,6.5733,-1.33333,4,1,0,
54.4322,7.23996,-4,4,1,0,
53.4322,6.5733,0,4,1,0,
53.4322,6.5733,0.666667,4,1,0,
54.7656,7.90663,-4,4,1,0,
53.4322,6.5733,2,4,1,0,
54.4322,7.23996,-0.666667,4,1,0,
56.4322,7.23996,-4,4,1,0,
56.4322,7.23996,-3.33333,4,1,0,
54.4322,7.23996,1.33333,4,1,0,
54.7656,7.90663,0,4,1,0,
54.7656,7.90663,0.666667,4,1,0,
54.7656,7.90663,1.33333,4,1,0,
54.7656,7.90663,2,4,1,0,
56.4322,7.23996,0.666667,4,1,0,
56.4322,7.23996,1.33333,4,1,0,
57.0989,8.5733,-2,4,1,0,
56.7656,7.90663,0.666667,4,1,0,
57.0989,8.5733,-0.666667,4,1,0,
57.4322,9.23996,-2,4,1,0,
57.0989,8.5733,0.666667,4,1,0,
59.0989,8.5733,-2.66667,4,1,0,
59.4322,9.23996,-4,4,1,0,
57.7656,9.90663,-1.33333,4,1,0,
59.0989,8.5733,-0.666667,4,1,0,
59.4322,9.23996,-2,4,1,0,
57.7656,9.90663,0.666667,4,1,0,
58.0989,10.5733,-0.666667,4,1,0,
59.4322,9.23996,0,4,1,0,
62.4322,8.5733,-4,4,1,0,
60.4322,9.90663,-2,4,1,0,
59.4322,9.23996,2,4,1,0,
62.7656,9.23996,-4,4,1,0,
62.7656,9.23996,-3.33333,4,1,0,
60.4322,9.90663,0.666667,4,1,0,
62.0989,10.5733,-3.33333,4,1,0,
62.4322,8.5733,0.666667,4,1,0,
62.4322,8.5733,1.33333,4,1,0,
62.7656,9.23996,0,4,1,0,
60.7656,10.5733,2,4,1,0,
62.0989,10.5733,0,4,1,0,
63.7656,11.24,-4,4,1,0,
62.0989,10.5733,1.33333,4,1,0,
63.4322,11.9066,-3.33333,4,1,0,
61.4322,11.9066,1.33333,4,1,0,
65.0989,11.24,-4,4,1,0,
63.7656,11.24,-0.666667,4,1,0,
64.7656,11.9066,-3.33333,4,1,0,
64.0989,13.24,-4,4,1,0,
64.0989,13.24,-3.33333,4,1,0,
64.7656,11.9066,-1.33333,4,1,0,
64.0989,13.24,-2,4,1,0,
64.0989,13.24,-1.33333,4,1,0,
66.7656,11.9066,-3.33333,4,1,0,
65.0989,11.24,2,4,1,0,
66.0989,13.24,-3.33333,4,1,0,
65.4322,13.24,-1.33333,4,1,0,
66.4322,13.9066,-4,4,1,0,
67.7656,11.9066,-2,4,1,0,
67.7656,11.9066,-1.33333,4,1,0,
65.4322,13.24,1.33333,4,1,0,
69.0989,11.24,-1.33333,4,1,0,
66.4322,13.9066,-0.666667,4,1,0,
69.0989,11.24,0,4,1,0,
67.7656,11.9066,2,4,1,0,
69.0989,11.24,1.33333,4,1,0,
70.0989,13.24,-4,4,1,0,
70.0989,13.24,-3.33333,4,1,0,
68.4322,13.24,0.666667,4,1,0,
70.7656,13.24,-3.33333,4,1,0,
70.0989,13.24,-1.33333,4,1,0,
71.0989,13.9066,-4,4,1,0,
72.0989,13.24,-4,4,1,0,
72.0989,13.24,-3.33333,4,1,0,
70.7656,13.24,0,4,1,0,
72.0989,13.24,-2,4,1,0,
72.4322,13.9066,-3.33333,4,1,0,
72.0989,13.24,-0.666667,4,1,0,
72.4322,13.9066,-2,4,1,0,
72.9322,12.24,1,4,1,0,
73.7656,13.9066,-3.33333,4,1,0,
72.4322,13.9066,0,4,1,0,
73.7656,13.9066,-2,4,1,0,
73.7656,13.9066,-1.33333,4,1,0,
73.7656,13.9066,-0.666667,4,1,0,
73.7656,13.9066,0,4,1,0,
74.2656,13.5733,0.333333,4,1,0,
74.9322,14.24,-1.33333,4,1,0,
74.9322,14.24,-0.666667,4,1,0,
76.5989,12.24,0.333333,4,1,0,
76.5989,12.24,1,4,1,0,
74.9322,14.24,1,4,1,0,
76.9322,14.24,-2,4,1,0,
78.5989,12.9066,-2,4,1,0,
78.2656,14.24,-3.33333,4,1,0,
78.2656,14.24,-2.66667,4,1,0,
78.2656,14.24,-2,4,1,0,
78.2656,14.24,-1.33333,4,1,0,
77.2656,14.9066,0,4,1,0,
77.5989,15.5733,-1.33333,4,1,0,
79.5989,14.9066,-3.33333,4,1,0,
80.2656,14.9066,-4,4,1,0,
80.2656,14.9066,-3.33333,4,1,0,
79.9322,12.9066,2,4,1,0,
80.2656,14.9066,-2,4,1,0,
77.9322,16.24,0.666667,4,1,0,
80.2656,14.9066,-0.666667,4,1,0,
79.2656,17.5733,-3.33333,4,1,0,
80.5989,15.5733,-1.33333,4,1,0,
80.5989,15.5733,-0.666667,4,1,0,
80.5989,15.5733,0,4,1,0,
81.2656,15.5733,-0.666667,4,1,0,
80.9322,17.5733,-3.33333,4,1,0,
81.2656,15.5733,0.666667,4,1,0,
80.9322,17.5733,-2,4,1,0,
80.9322,17.5733,-1.33333,4,1,0,
81.9322,18.24,-4,4,1,0,
80.9322,17.5733,0,4,1,0,
82.2656,17.5733,-2,4,1,0,
82.2656,17.5733,-1.33333,4,1,0,
80.9322,17.5733,2,4,1,0,
81.9322,18.24,-0.666667,4,1,0,
81.9322,18.24,0,4,1,0,
82.2656,17.5733,1.33333,4,1,0,
81.9322,18.24,1.33333,4,1,0,
81.9322,18.24,2,4,1,0,
82.7656,18.5733,0.333333,4,1,0,
82.7656,18.5733,1,4,1,0,
84.2656,19.5733,-3.33333,4,1,0,
84.2656,19.5733,-2.66667,4,1,0,
84.2656,19.5733,-2,4,1,0,
84.2656,19.5733,-1.33333,4,1,0,
84.2656,19.5733,-0.666667,4,1,0,
83.9322,18.9066,2,4,1,0,
84.2656,19.5733,1,4,1,0,
84.2656,19.5733,1.66667,4,1,0,
39.6722,0.573297,0.333333,5,1,0,
39.6722,0.573297,1.66667,5,1,0,
40.1722,1.5733,-0.666667,5,1,0,
40.6722,0.573297,1.66667,5,1,0,
40.1722,1.5733,1.33333,5,1,0,
41.0055,1.90663,0.333333,5,1,0,
41.3389,1.90663,0.333333,5,1,0,
41.3389,1.90663,1.66667,5,1,0,
41.6722,1.90663,1.66667,5,1,0,
42.3389,2.5733,0.333333,5,1,0,
42.3389,2.5733,1,5,1,0,
43.0055,2.5733,1,5,1,0,
43.0055,2.5733,1.66667,5,1,0,
43.6722,3.23996,0.333333,5,1,0,
43.6722,3.23996,1,5,1,0,
44.0055,3.90663,0.333333,5,1,0,
44.0055,3.90663,1,5,1,0,
46.3389,1.90663,1.66667,5,1,0,
45.3389,3.90663,0.333333,5,1,0,
47.6722,1.90663,1,5,1,0,
47.3389,2.5733,1,5,1,0,
48.0055,2.5733,1,5,1,0,
48.0055,2.5733,1.66667,5,1,0,
48.3389,3.23996,1,5,1,0,
48.3389,3.23996,1.66667,5,1,0,
49.6722,3.23996,0.333333,5,1,0,
51.0055,1.90663,1,5,1,0,
51.3389,2.5733,0.333333,5,1,0,
51.3389,2.5733,1,5,1,0,
50.6722,3.90663,1,5,1,0,
50.6722,3.90663,1.66667,5,1,0,
52.0055,3.90663,0.333333,5,1,0,
52.6722,3.90663,0.333333,5,1,0,
52.6722,3.90663,1,5,1,0,
53.0055,4.5733,0.333333,5,1,0,
53.0055,4.5733,1,5,1,0,
56.0055,2.5733,0.333333,5,1,0,
56.0055,2.5733,1,5,1,0,
53.6722,5.90663,0.333333,5,1,0,
53.6722,5.90663,1,5,1,0,
54.3389,5.90663,1,5,1,0,
56.3389,4.5733,0.333333,5,1,0,
56.3389,4.5733,1.66667,5,1,0,
56.6722,5.23996,0.333333,5,1,0,
54.6722,7.90663,0.333333,5,1,0,
57.0055,5.90663,0.333333,5,1,0,
55.0055,8.5733,0.333333,5,1,0,
55.0055,8.5733,1,5,1,0,
57.3389,6.5733,1.66667,5,1,0,
59.3389,5.23996,1,5,1,0,
61.6722,3.23996,1.66667,5,1,0,
62.0055,3.90663,0.333333,5,1,0,
62.0055,3.90663,1.66667,5,1,0,
58.6722,7.90663,1,5,1,0,
60.3389,7.23996,0.333333,5,1,0,
60.3389,7.23996,1,5,1,0,
61.3389,6.5733,1.66667,5,1,0,
62.3389,8.5733,-3.33333,5,1,0,
61.0055,8.5733,0.333333,5,1,0,
61.0055,8.5733,1.66667,5,1,0,
62.6722,7.90663,0.333333,5,1,0,
62.3389,8.5733,1,5,1,0,
62.3389,8.5733,1.66667,5,1,0,
66.6722,5.23996,1,5,1,0,
66.6722,5.23996,1.66667,5,1,0,
63.3389,9.23996,1.66667,5,1,0,
64.3389,8.5733,1.66667,5,1,0,
63.6722,9.90663,1.66667,5,1,0,
67.6722,7.23996,0,5,1,0,
67.6722,7.23996,1,5,1,0,
70.0055,5.23996,1,5,1,0,
67.0055,8.5733,1.66667,5,1,0,
70.3389,5.90663,1,5,1,0,
69.3389,7.90663,0.333333,5,1,0,
69.3389,7.90663,1,5,1,0,
68.6722,9.23996,1,5,1,0,
68.6722,9.23996,1.66667,5,1,0,
68.0055,10.5733,1.66667,5,1,0,
71.3389,9.23996,-1.33333,5,1,0,
73.0055,7.23996,0.333333,5,1,0,
71.3389,9.23996,1,5,1,0,
71.3389,9.23996,1.66667,5,1,0,
74.3389,7.23996,1,5,1,0,
74.3389,7.23996,1.66667,5,1,0,
73.6722,8.5733,1.66667,5,1,0,
72.6722,10.5733,0.333333,5,1,0,
75.0055,8.5733,1,5,1,0,
75.0055,8.5733,1.66667,5,1,0,
75.3389,9.23996,1,5,1,0,
75.3389,9.23996,1.66667,5,1,0,
75.6722,9.90663,1,5,1,0,
75.6722,9.90663,1.66667,5,1,0,
76.0055,10.5733,1,5,1,0,
76.0055,10.5733,1.66667,5,1,0,
76.3389,11.24,1,5,1,0,
77.6722,9.90663,1.66667,5,1,0,
78.3389,9.90663,1.66667,5,1,0,
78.6722,9.90663,1.66667,5,1,0,
79.6722,9.90663,1,5,1,0,
79.6722,9.90663,1.66667,5,1,0,
81.3389,9.23996,1,5,1,0,
81.3389,9.23996,1.66667,5,1,0,
81.6722,9.90663,1,5,1,0,
81.6722,9.90663,1.66667,5,1,0,
82.3389,9.90663,1.66667,5,1,0,
83.3389,9.23996,1.66667,5,1,0,
83.6722,9.90663,1,5,1,0,
83.6722,9.90663,1.66667,5,1,0,
82.6722,11.9066,1,5,1,0,
82.6722,11.9066,1.66667,5,1,0,
84.3389,11.24,1,5,1,0,
84.3389,11.24,1.66667,5,1,0,
86.0055,10.5733,1,5,1,0,
85.3389,11.9066,0.333333,5,1,0,
85.3389,11.9066,1.66667,5,1,0,
85.0055,12.5733,1.66667,5,1,0,
85.6722,13.24,0.333333,5,1,0,
85.6722,13.24,1,5,1,0,
87.0055,12.5733,1,5,1,0,
87.0055,12.5733,1.66667,5,1,0,
87.3389,13.24,1,5,1,0,
88.5055,12.9066,0.333333,5,1,0,
88.5055,12.9066,1,5,1,0,
88.8389,13.5733,0.333333,5,1,0,
92.8389,11.5733,-3.33333,5,1,0,
90.1722,12.24,1.66667,5,1,0,
91.8389,12.9066,-2,5,1,0,
91.5055,12.24,1,5,1,0,
91.5055,12.24,2,5,1,0,
92.8389,11.5733,1.66667,5,1,0,
91.8389,12.9066,2,5,1,0,
94.1722,12.9066,-1.33333,5,1,0,
92.5055,14.24,0.666667,5,1,0,
94.8389,14.24,-3.33333,5,1,0,
94.1722,12.9066,1.66667,5,1,0,
95.1722,14.24,-2,5,1,0,
95.5055,14.24,-1.33333,5,1,0,
96.8389,14.24,-3.33333,5,1,0,
94.8389,14.24,1.66667,5,1,0,
95.1722,14.24,2,5,1,0,
96.1722,15.5733,-1.33333,5,1,0,
94.5055,16.9066,0,5,1,0,
96.8389,14.24,1.66667,5,1,0,
98.1722,14.24,0,5,1,0,
97.8389,16.24,-2,5,1,0,
98.1722,14.24,2,5,1,0,
97.1722,16.24,1,5,1,0,
98.5055,17.5733,-3.33333,5,1,0,
98.8389,15.5733,1,5,1,0,
99.8389,17.5733,-4,5,1,0,
98.5055,17.5733,0,5,1,0,
98.5055,17.5733,0.666667,5,1,0,
100.172,18.24,-2.66667,5,1,0,
100.172,18.24,-2,5,1,0,
99.5055,19.5733,-2,5,1,0,
99.5055,19.5733,-1.33333,5,1,0,
102.172,16.24,1,5,1,0,
100.172,18.24,2,5,1,0,
102.506,16.9066,1,5,1,0,
100.506,18.9066,2,5,1,0,
100.839,19.5733,1,5,1,0,
100.839,19.5733,2,5,1,0,
103.172,18.24,1,5,1,0,
103.506,18.9066,0,5,1,0,
104.339,20.5733,-4,5,1,0,
103.839,20.9066,-2.66667,5,1,0,
104.672,21.24,-4,5,1,0,
104.339,20.5733,-0.666667,5,1,0,
104.672,21.24,-2,5,1,0,
104.339,20.5733,1,5,1,0,
104.672,21.24,0,5,1,0,
104.672,21.24,1.33333,5,1,0,
40.4122,0.90663,0,6,1,0,
40.4122,0.90663,0.666667,6,1,0,
40.4122,0.90663,2,6,1,0,
41.4122,0.90663,0.666667,6,1,0,
41.4122,0.90663,2,6,1,0,
41.0788,2.23996,0.666667,6,1,0,
42.4122,2.90663,-2,6,1,0,
42.4122,2.90663,-1.33333,6,1,0,
42.4122,2.90663,0,6,1,0,
42.4122,2.90663,0.666667,6,1,0,
