s0,v0,a,t0,tf,opt,
46.0307,4.68889,2,5,1,0,
48.3641,6.02222,-4,5,1,0,
49.0307,4.02222,-0.666667,5,1,0,
48.3641,6.02222,-2,5,1,0,
47.0307,8.02222,-2.66667,5,1,0,
47.0307,8.02222,-1.33333,5,1,0,
47.0307,8.02222,-0.666667,5,1,0,
50.0307,4.68889,1.33333,5,1,0,
47.3641,8.68889,-0.666667,5,1,0,
50.6974,6.02222,-0.666667,5,1,0,
47.3641,8.68889,1.33333,5,1,0,
52.6974,6.02222,-2.66667,5,1,0,
52.0307,4.68889,2,5,1,0,
53.3641,6.02222,-2,5,1,0,
51.0307,6.68889,2,5,1,0,
52.6974,6.02222,1.33333,5,1,0,
52.6974,6.02222,2,5,1,0,
53.3641,6.02222,2,5,1,0,
52.3641,7.35555,2,5,1,0,
53.6974,9.35555,-3.33333,5,1,0,
53.6974,9.35555,-2,5,1,0,
54.6974,10.0222,-4,5,1,0,
55.3641,10.0222,-4,5,1,0,
55.3641,10.0222,-3.33333,5,1,0,
55.3641,10.0222,-2,5,1,0,
55.3641,10.0222,-1.33333,5,1,0,
55.3641,10.0222,0,5,1,0,
55.3641,10.0222,0.666667,5,1,0,
55.3641,10.0222,2,5,1,0,
55.6974,10.6889,0.666667,5,1,0,
56.3641,10.6889,0.666667,5,1,0,
56.3641,10.6889,1.33333,5,1,0,
56.6974,11.3556,0.666667,5,1,0,
56.6974,11.3556,1.33333,5,1,0,
56.6974,11.3556,2,5,1,0,
60.3641,9.35555,0,5,1,0,
61.0307,10.0222,-2,5,1,0,
61.6974,8.68889,0.333333,5,1,0,
62.3641,10.6889,-4,5,1,0,
62.0307,9.35555,0.333333,5,1,0,
62.3641,10.6889,-2,5,1,0,
62.6974,10.6889,-1.33333,5,1,0,
62.6974,10.6889,-0.666667,5,1,0,
63.3641,9.35555,1.66667,5,1,0,
62.3641,10.6889,2,5,1,0,
64.8641,10.3556,-1.33333,5,1,0,
63.6974,12.6889,-2.66667,5,1,0,
63.6974,12.6889,-1.33333,5,1,0,
64.8641,10.3556,1.66667,5,1,0,
65.0307,12.6889,-2,5,1,0,
65.3641,13.3556,-3.33333,5,1,0,
64.0307,13.3556,0.333333,5,1,0,
65.6974,14.0222,-3.33333,5,1,0,
65.0307,12.6889,1.66667,5,1,0,
65.3641,13.3556,0.666667,5,1,0,
66.5307,13.6889,-1.33333,5,1,0,
65.6974,14.0222,0.666667,5,1,0,
65.6974,14.0222,1.66667,5,1,0,
66.8641,14.3556,0,5,1,0,
66.8641,14.3556,1,5,1,0,
66.8641,14.3556,2,5,1,0,
22.7196,0.688886,0,6,1,0,
22.7196,0.688886,0.666667,6,1,0,
23.0529,1.35555,0,6,1,0,
24.0529,1.35555,-1.33333,6,1,0,
23.0529,1.35555,2,6,1,0,
24.0529,1.35555,0.666667,6,1,0,
24.0529,1.35555,2,6,1,0,
26.0529,1.35555,-1.33333,6,1,0,
27.0529,0.0222192,0.666667,6,1,0,
26.0529,1.35555,0.666667,6,1,0,
26.0529,1.35555,2,6,1,0,
27.7196,0.0222192,2,6,1,0,
29.0529,0.0222192,0.666667,6,1,0,
28.7196,2.02222,-2,6,1,0,
28.0529,2.02222,0.666667,6,1,0,
30.0529,0.688886,0,6,1,0,
31.0529,0.0222192,0.666667,6,1,0,
31.0529,0.0222192,1.33333,6,1,0,
32.0529,0.688886,-0.666667,6,1,0,
32.7196,0.688886,-0.666667,6,1,0,
32.0529,0.688886,1.33333,6,1,0,
32.7196,0.688886,1.33333,6,1,0,
32.7196,0.688886,2,6,1,0,
33.7196,2.68889,-2.66667,6,1,0,
33.7196,2.68889,-2,6,1,0,
33.7196,2.68889,-0.666667,6,1,0,
36.0529,0.688886,0,6,1,0,
33.7196,2.68889,1.33333,6,1,0,
34.7196,2.02222,2,6,1,0,
36.7196,2.02222,-0.666667,6,1,0,
37.0529,4.02222,-4,6,1,0,
35.7196,4.02222,-0.666667,6,1,0,
35.7196,4.02222,0.666667,6,1,0,
35.7196,4.02222,1.33333,6,1,0,
40.0529,0.688886,0.666667,6,1,0,
40.0529,0.688886,1.33333,6,1,0,
39.7196,1.35555,2,6,1,0,
37.7196,4.02222,1.33333,6,1,0,
38.7196,6.02222,-3.33333,6,1,0,
38.7196,6.02222,-2.66667,6,1,0,
42.7196,2.02222,-1.33333,6,1,0,
41.0529,2.68889,1.33333,6,1,0,
44.7196,0.688886,-0.666667,6,1,0,
43.7196,2.68889,-2,6,1,0,
43.7196,2.68889,-0.666667,6,1,0,
43.7196,2.68889,0,6,1,0,
43.7196,2.68889,1.33333,6,1,0,
44.0529,4.68889,-2.66667,6,1,0,
46.7196,2.02222,-1.33333,6,1,0,
46.0529,4.68889,-4,6,1,0,
47.7196,2.68889,-2.66667,6,1,0,
47.7196,2.68889,-1.33333,6,1,0,
47.7196,2.68889,-0.666667,6,1,0,
48.7196,2.02222,0,6,1,0,
47.7196,2.68889,1.33333,6,1,0,
48.7196,2.02222,2,6,1,0,
50.3863,4.02222,-4,6,1,0,
48.3863,5.35555,-2,6,1,0,
49.7196,2.68889,2,6,1,0,
50.7196,4.68889,-2.66667,6,1,0,
50.7196,4.68889,-2,6,1,0,
50.3863,4.02222,1.33333,6,1,0,
51.3863,6.02222,-4,6,1,0,
50.7196,4.68889,1.33333,6,1,0,
49.3863,7.35555,-0.666667,6,1,0,
51.7196,6.68889,-2.66667,6,1,0,
51.3863,6.02222,0,6,1,0,
51.7196,6.68889,-0.666667,6,1,0,
51.7196,6.68889,0,6,1,0,
51.7196,6.68889,1.33333,6,1,0,
51.7196,6.68889,2,6,1,0,
54.7196,7.35555,-4,6,1,0,
54.3863,6.68889,-0.666667,6,1,0,
54.3863,6.68889,0,6,1,0,
55.7196,8.02222,-4,6,1,0,
55.7196,8.02222,-3.33333,6,1,0,
54.7196,7.35555,1.33333,6,1,0,
55.7196,8.02222,-1.33333,6,1,0,
55.7196,8.02222,0,6,1,0,
55.7196,8.02222,0.666667,6,1,0,
56.7196,10.0222,-4,6,1,0,
59.3863,7.35555,-3.33333,6,1,0,
56.7196,10.0222,-2,6,1,0,
60.3863,8.02222,-4,6,1,0,
56.7196,10.0222,0.666667,6,1,0,
